Belarus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.41%,-10.09%,-7.90%,-12.44%,-10.98%,2.76%,10.80%,8.07%,3.34%,5.64%,4.59%,4.88%,6.58%,10.80%,8.98%,9.53%,8.25%,9.53%,,2.83%
Estonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.54%,-15.20%,-8.88%,-1.61%,4.40%,4.40%,9.98%,5.07%,-0.10%,7.51%,6.20%,6.95%,4.97%,7.98%,8.98%,9.53%,6.95%,-3.67%,,2.39%
Georgia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.70%,-59.60%,-34.67%,-10.98%,2.57%,10.62%,9.98%,3.05%,2.86%,1.78%,4.69%,5.35%,10.53%,5.73%,9.17%,8.99%,11.61%,2.07%,,-2.22%
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.65%,-5.45%,-9.65%,-13.47%,-8.56%,0.50%,1.69%,-1.92%,2.66%,9.35%,12.66%,9.35%,8.89%,8.89%,9.26%,10.17%,8.53%,3.15%,,1.91%
Kyrgyzstan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.23%,-14.85%,-16.84%,-22.44%,-5.55%,6.86%,9.44%,2.08%,3.63%,5.26%,5.16%,0.00%,6.49%,6.77%,-0.21%,3.06%,8.15%,7.33%,,-0.22%
Latvia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.47%,-38.71%,-12.10%,2.18%,-0.90%,3.73%,7.97%,4.59%,3.25%,6.67%,7.70%,6.20%,7.23%,12.34%,10.07%,11.51%,9.53%,-4.71%,,1.28%
Lithuania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.87%,-23.95%,-17.67%,-10.31%,5.07%,4.59%,6.77%,7.05%,-1.71%,3.83%,6.20%,6.58%,9.26%,7.05%,7.51%,7.51%,8.53%,2.95%,,1.30%
Moldova ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.24%,-34.25%,-1.21%,-36.96%,-1.41%,-6.08%,1.59%,-6.72%,-3.46%,2.08%,5.92%,7.51%,6.11%,7.14%,7.23%,4.69%,2.96%,6.95%,,-3.18%
Russian Federation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.13%,-15.67%,-9.10%,-13.58%,-4.19%,-3.67%,1.39%,-5.45%,6.20%,9.53%,4.97%,4.59%,7.05%,6.95%,6.20%,7.42%,7.79%,5.45%,,0.60%
Tajikistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.88%,-39.01%,-17.79%,-23.95%,-13.24%,-18.27%,1.69%,5.16%,3.63%,7.97%,9.71%,9.08%,9.71%,10.08%,6.49%,6.76%,7.51%,7.61%,,-1.99%
Turkmenistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.81%,-16.25%,1.49%,-19.00%,-7.47%,6.49%,-12.10%,6.86%,15.27%,5.92%,4.02%,1.78%,6.58%,13.71%,12.22%,10.80%,10.98%,9.98%,,2.58%
Ukraine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.10%,-10.43%,-15.32%,-26.01%,-13.01%,-10.54%,-3.05%,-1.92%,-0.20%,5.73%,8.80%,5.07%,8.98%,11.42%,2.66%,7.05%,7.60%,2.08%,,-1.68%
Uzbekistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50%,-11.77%,-2.33%,-5.34%,-0.90%,1.69%,5.07%,4.31%,4.31%,3.92%,4.40%,4.11%,4.31%,7.42%,6.77%,7.05%,9.08%,8.62%,,2.79%
Total Former USSR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.53%,-15.65%,-10.33%,-14.89%,-5.46%,-2.95%,1.99%,-2.34%,4.61%,8.11%,6.06%,5.25%,7.39%,8.07%,6.78%,8.27%,8.43%,5.23%,,0.67%
8 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53%,8.53%,5.64%,7.97%,-3.15%,4.31%,7.70%,4.78%,-3.46%,-0.80%,-4.51%,-11.53%,8.43%,8.62%,8.80%,8.16%,8.34%,6.58%,,4.11%
Brazil ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00%,-0.30%,4.40%,6.02%,4.11%,2.86%,3.73%,0.20%,0.80%,4.31%,1.30%,1.91%,1.09%,5.54%,3.15%,3.92%,3.92%,4.93%,,2.94%
Chile ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67%,11.58%,6.76%,7.59%,8.07%,7.14%,6.40%,3.18%,-0.76%,4.39%,3.32%,2.16%,3.83%,5.83%,5.45%,4.50%,4.59%,3.15%,,5.27%
Colombia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59%,3.83%,4.40%,6.11%,5.26%,2.08%,1.49%,0.70%,-4.19%,2.76%,1.46%,1.91%,4.50%,4.59%,5.54%,6.67%,7.23%,2.37%,,3.24%
Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14%,3.56%,1.93%,4.32%,-6.37%,5.02%,6.54%,4.91%,3.69%,6.38%,-0.04%,0.76%,1.39%,3.92%,3.25%,4.88%,3.40%,1.23%,,2.94%
Peru ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47%,-0.90%,5.54%,12.75%,8.25%,2.27%,8.25%,0.10%,0.90%,3.05%,0.18%,4.82%,3.92%,4.88%,6.58%,7.42%,8.53%,9.35%,,4.91%
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85%,7.14%,3.05%,5.35%,-2.02%,4.88%,4.89%,4.50%,-2.84%,-1.31%,-3.44%,-11.65%,2.18%,11.15%,6.39%,6.77%,7.33%,8.53%,,2.99%
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98%,6.77%,-0.40%,-3.77%,5.73%,-0.40%,6.39%,-0.20%,-6.29%,3.15%,3.34%,-9.27%,-8.12%,16.81%,9.80%,9.44%,7.88%,4.69%,,3.08%
Total 8 Latin American countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94%,3.32%,3.62%,5.31%,1.13%,3.46%,5.27%,2.18%,-0.04%,3.94%,0.47%,-0.63%,1.89%,6.15%,4.78%,5.50%,5.15%,4.10%,,3.31%
15 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26%,1.69%,4.11%,4.69%,4.59%,4.31%,4.88%,5.07%,0.40%,2.37%,1.66%,2.41%,2.66%,4.11%,4.31%,4.69%,4.50%,5.92%,,3.76%
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18%,6.86%,5.64%,4.21%,2.18%,0.90%,5.45%,8.07%,8.98%,2.18%,1.07%,2.88%,6.20%,4.21%,5.73%,8.44%,6.59%,3.48%,,4.74%
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.33%,-14.85%,-17.44%,1.98%,3.34%,8.34%,3.25%,1.29%,6.58%,5.35%,2.92%,1.52%,3.73%,5.64%,10.62%,11.42%,7.05%,4.02%,,1.80%
Dominican Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80%,6.20%,1.98%,4.21%,4.40%,6.95%,7.97%,7.04%,7.70%,8.60%,3.56%,4.34%,-0.30%,1.29%,8.89%,1.60%,8.16%,5.16%,,4.92%
Ecuador ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88%,2.96%,2.18%,4.31%,2.96%,1.98%,3.34%,0.40%,-7.58%,-15.93%,4.99%,1.03%,3.54%,7.70%,5.83%,3.83%,2.47%,6.30%,,1.95%
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77%,7.04%,6.21%,5.83%,6.01%,1.78%,4.21%,3.72%,3.35%,2.18%,1.69%,2.20%,2.28%,1.88%,3.05%,4.11%,4.59%,2.47%,,3.63%
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63%,4.78%,3.92%,4.02%,4.88%,2.95%,4.02%,4.97%,3.73%,3.54%,2.31%,2.22%,2.47%,3.15%,3.25%,5.26%,6.11%,3.92%,,3.84%
Haïti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,-14.84%,-2.22%,-8.67%,4.89%,4.02%,2.66%,2.18%,2.65%,0.90%,-1.07%,-0.56%,0.40%,-3.56%,1.79%,2.85%,3.35%,1.29%,,-0.21%
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66%,5.64%,6.86%,-1.92%,3.63%,3.53%,4.88%,2.86%,-1.92%,4.79%,2.57%,2.69%,4.41%,6.01%,5.92%,6.39%,6.11%,3.92%,,3.84%
Jamaica ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30%,2.47%,1.78%,1.88%,1.68%,-1.52%,-1.51%,-0.41%,-0.10%,1.10%,1.72%,1.02%,3.44%,1.39%,0.99%,2.61%,1.39%,-3.67%,,0.81%
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30%,0.79%,-0.40%,3.92%,4.40%,4.60%,4.96%,4.02%,17.84%,-5.06%,2.97%,0.63%,2.46%,5.17%,4.21%,3.82%,3.15%,3.15%,,3.35%
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62%,7.88%,5.16%,3.06%,1.88%,2.37%,4.30%,3.92%,3.15%,2.47%,0.57%,2.21%,3.73%,4.01%,2.86%,4.21%,6.58%,5.63%,,4.03%
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47%,1.69%,3.92%,2.96%,4.40%,1.29%,2.57%,-0.40%,0.50%,-0.40%,2.05%,-0.06%,3.74%,4.02%,2.86%,4.21%,6.58%,5.64%,,2.67%
Puerto Rico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28%,4.46%,4.54%,4.10%,4.45%,3.25%,3.34%,3.15%,4.11%,3.05%,2.18%,0.50%,1.59%,1.59%,2.66%,2.47%,0.50%,-1.21%,,2.61%
Trinidad and Tobago ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44%,-1.11%,-1.20%,4.11%,4.02%,3.73%,3.05%,4.69%,6.58%,4.69%,4.15%,3.15%,13.45%,7.69%,5.26%,13.45%,4.50%,2.27%,,4.77%
Total 15 Latin American countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46%,1.85%,1.77%,3.45%,3.86%,3.27%,3.95%,3.36%,2.69%,0.84%,2.56%,1.84%,3.29%,3.90%,4.95%,5.30%,4.75%,3.52%,,3.15%
Total 21 small Caribbean countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46%,2.46%,2.46%,2.46%,2.46%,2.47%,2.46%,2.46%,2.69%,0.93%,-1.01%,0.82%,2.05%,2.83%,7.87%,5.47%,5.12%,4.03%,,2.81%
Total Latin America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64%,3.15%,3.40%,5.09%,1.44%,3.44%,5.10%,2.31%,0.28%,3.57%,0.69%,-0.34%,2.05%,5.87%,4.82%,5.47%,5.11%,4.03%,,3.29%
16 East Asian countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38%,9.28%,9.24%,9.54%,14.08%,2.04%,5.13%,0.29%,6.36%,8.65%,10.15%,11.70%,14.10%,7.94%,8.16%,8.69%,4.66%,7.00%,,7.97%
India ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29%,4.99%,5.73%,7.00%,7.09%,7.55%,4.68%,6.30%,5.88%,4.28%,5.63%,3.47%,8.16%,7.23%,8.80%,9.35%,8.98%,7.05%,,6.30%
Indonesia (including Timor until 1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08%,10.38%,6.92%,7.33%,7.79%,7.32%,4.42%,-14.37%,0.35%,4.70%,3.76%,4.17%,4.88%,4.78%,5.54%,5.35%,6.11%,5.92%,,4.47%
Japan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.30%,0.97%,0.25%,1.09%,1.99%,3.38%,1.76%,-2.99%,-0.14%,2.82%,0.18%,0.26%,1.74%,2.37%,1.88%,1.98%,2.27%,-0.70%,,1.24%
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58%,0.33%,2.11%,4.31%,4.59%,5.64%,5.07%,-0.60%,3.34%,5.80%,1.73%,4.25%,4.78%,6.20%,4.88%,5.16%,6.86%,3.70%,,3.75%
